4.375761,-2.111919,-3.090241,-0.815075,0.018826,0.876668,-0.784565,-0.456538,0.295984,0.193182,0.695730,-0.822198,0.370694,0.831539,0.270229
2.645518,-0.944355,0.172718,1.287317,0.045207,-2.636923,-0.460601,-0.220067,-1.415103,0.102270,-0.204898,0.219253,0.011075,-0.112339,-0.205741
-0.013001,2.050345,-0.930046,2.129103,-0.400761,0.522764,-0.883382,-1.648523,0.150159,0.436168,0.274120,0.258305,0.258360,-0.467903,0.022863
2.502924,0.833826,1.571188,-0.289418,-0.584226,-1.582411,-1.067196,-0.164507,0.769632,0.844442,0.201690,0.039866,-0.011166,-0.801877,0.032783
0.250542,0.942056,-1.438648,1.096860,1.239329,0.585182,0.863326,-0.430564,-0.542256,-0.447607,-0.149755,0.215599,-0.512429,-0.504760,-0.048541
1.133055,1.869316,0.447190,-1.198847,-1.740825,-0.056916,-1.191121,0.905562,0.199904,-0.112354,-0.470432,0.213501,0.216378,-0.275394,0.135201
-0.184134,0.845321,-1.309722,-1.641935,0.315178,-0.519899,0.274523,-0.014907,-1.132514,-1.928911,-1.010384,0.735677,-0.180036,-0.312536,0.071733
3.853189,-0.048061,0.409251,-0.528165,0.406667,1.317090,-0.429271,0.030996,0.158574,-0.356216,-0.976098,-0.147836,1.115074,0.193212,-0.039562
-1.497579,0.473073,0.546947,1.738181,0.787332,-0.618488,-1.539290,0.282724,0.757412,-0.742017,0.440649,0.348348,-0.608084,0.377823,0.189951
0.546150,1.331107,1.252492,0.434018,-0.774304,0.302087,1.704891,-0.937251,1.577540,-1.317681,-0.466508,-0.411211,-0.175345,0.449288,0.049544
